Latitude,Longitude,Rainfall (mm),Temperature (°C),Humidity (%),River Discharge (m³/s),Water Level (m),Elevation (m),Land Cover,Soil Type,Population Density,Infrastructure,Historical Floods,Flood Occurred
21.94613176,88.39514083,72.51411963,23.73745726,85.27776862,1585.45745,2.621816904,7124.957067,Agricultural,Loam,4120.450011,88,0,0
22.32859746,78.95684792,98.29650898,43.54158655,28.92474572,1781.464802,0.846183852,3708.685583,Agricultural,Sandy,3542.260975,12,1,1
27.22625923,72.46285161,95.95077699,28.08181836,99.63844783,3657.536848,4.64887158,2543.121827,Agricultural,Silt,2195.262768,35,0,0
17.74294721,80.28013994,97.9482983,27.88094461,81.83667935,2750.296576,1.713686911,2077.83697,Forest,Sandy,5288.40181,80,0,0
16.45175775,78.2019704,201.8892519,35.34238531,66.40080141,3341.755203,2.582242819,1165.113055,Water Body,Loam,3630.707592,75,1,0
34.90492768,77.27435868,159.2423784,38.02705687,32.36851342,791.5916054,5.070087295,325.5756291,Desert,Loam,7595.32723,41,1,0
23.14935976,69.51777745,115.6272534,29.26676214,61.23143771,3934.883361,9.737089799,470.2624908,Forest,Loam,6389.722028,85,1,1
21.12293919,84.99203618,44.72693062,21.42002705,40.88869927,1601.956595,6.842550068,2397.797622,Forest,Silt,4805.375995,23,0,0
25.43520597,90.44678485,6.641748883,38.19925928,40.18580196,3099.306336,2.796217982,2463.394635,Forest,Clay,5754.77735,14,1,0
17.11699642,73.37985186,65.65040328,24.61053825,86.36233995,573.3991262,3.824060526,3378.029513,Desert,Clay,4311.790655,6,0,0
17.08771001,76.62787593,32.24142119,20.25332308,50.45155392,1607.101206,4.061331523,5234.630501,Water Body,Silt,7833.880816,2,1,1
21.7954779,78.3839816,235.6335093,33.9492057,56.05790427,3244.336465,1.536376233,6718.282287,Forest,Clay,9604.135644,19,0,0
26.0461457,93.48775486,33.74938734,17.71361001,87.43717902,1371.030661,1.606541889,1749.293911,Urban,Clay,7668.38618,42,1,1
19.21244122,80.31944791,217.2684712,44.14058025,27.02325006,4401.560984,1.483947235,6717.827867,Desert,Silt,8617.05338,25,1,0
23.13045162,77.31015375,115.6976069,33.97191793,67.56942825,3306.141997,5.216641377,1229.779342,Water Body,Clay,7836.636753,44,1,1
29.05617798,75.07939929,22.01351692,44.57686563,66.25725451,4351.391966,6.741860867,8747.961156,Urban,Clay,4076.117242,27,0,0
15.95185885,75.63706471,243.8190148,25.1668027,54.01716554,1976.953511,5.907206846,2521.978913,Forest,Peat,8541.578819,98,1,0
29.47464463,78.4135754,173.8891711,44.13615484,86.38197131,169.9257131,9.777671855,7408.74021,Urban,Sandy,379.4992203,44,1,0
16.34522464,77.69417014,70.72845386,19.36686743,95.43120491,2880.699817,1.258745723,1685.241645,Agricultural,Sandy,8855.542968,59,0,1
21.987494,81.23322121,268.4043523,16.22084317,57.22686895,1695.967514,9.864744063,8411.287321,Water Body,Sandy,4700.14356,39,1,0
19.41690646,75.33729659,13.57749416,15.98952181,56.49176408,2240.94188,4.666739339,7313.993796,Water Body,Peat,3299.939146,8,0,0
17.3627217,74.46407959,60.54588246,28.94611112,60.16509837,3405.55107,2.186327878,3179.876177,Agricultural,Sandy,5251.620909,70,1,1
26.6738999,89.97332786,225.6140783,17.49012592,77.84992247,3503.323335,9.43280826,3729.181832,Urban,Loam,6879.586521,39,0,0
26.33747494,72.47285736,212.8133791,30.36503653,73.44482326,137.7820743,4.686133101,33.95856669,Water Body,Sandy,6152.93805,13,1,0
25.79843687,77.60667515,86.78150812,24.82501511,37.82679594,3846.513364,3.473469552,2224.672498,Forest,Silt,6181.005396,81,1,0
23.39868557,88.1903066,18.60746261,25.06886977,25.11162789,2467.594575,2.138101038,2559.695042,Agricultural,Sandy,999.5677956,9,0,0
22.17103413,75.37796798,257.4234217,34.0682699,95.94033039,2783.493867,2.678754511,4005.832008,Water Body,Loam,7289.946635,98,1,0
33.66523212,77.94536623,94.10929142,19.89294018,40.88558078,1489.970926,9.792195102,1230.312754,Water Body,Sandy,7116.893706,47,0,0
19.91400345,73.80896373,58.71402448,37.99660111,71.08773478,2104.16893,3.039734399,4236.129426,Desert,Clay,1157.567018,14,1,1
16.38387973,75.33666724,154.8185467,32.46092759,86.27504022,3551.87567,9.778059238,5914.609159,Urban,Loam,435.8930076,44,0,0
27.67447832,74.08646622,273.0681598,42.44833887,44.02214004,3883.569015,3.302149866,3285.105774,Agricultural,Silt,9828.002511,67,1,0
27.12438905,70.21391712,13.06397335,25.94521961,70.83467309,1935.530906,2.314184656,2054.463798,Water Body,Clay,7462.416228,57,1,0
30.48638275,74.56245708,229.7412264,44.48144976,28.63201929,3455.587663,1.833641829,4846.195477,Agricultural,Clay,6057.759357,18,1,1
17.48669931,75.56540428,171.7419684,32.2748294,97.59451555,1290.217508,4.118545053,256.6265334,Forest,Peat,3162.490531,47,0,0
33.79620609,78.01113647,127.634735,44.20205869,24.652662,4160.113326,2.368064485,3015.729764,Desert,Clay,2756.574779,27,0,0
18.06539092,77.08070698,223.2241332,15.81181962,55.05397391,3049.071195,6.969379638,4668.118469,Urban,Sandy,1353.730392,43,1,0
29.77565377,79.37120161,289.7473273,36.83928967,62.94553936,3875.93258,2.397717354,2971.537238,Urban,Clay,6085.431983,86,0,1
17.31654765,78.6731404,68.76186335,39.49864573,83.23854229,2385.774262,8.35396845,3056.377258,Forest,Clay,5759.835696,21,1,0
30.40046695,74.78560533,43.09420952,16.5951986,29.69028137,1145.546425,8.340112585,7505.728871,Water Body,Peat,9355.0344,85,1,0
16.75335571,79.86021917,273.8645236,32.36908992,55.26463791,2146.155567,2.85526374,8263.959333,Desert,Sandy,6278.154917,97,0,0
25.19698596,85.43753707,200.6859232,39.05826881,43.97692556,1907.426972,7.535401305,7320.770144,Urban,Sandy,4514.585927,39,1,1
24.39499867,78.37593684,131.3958065,31.83116176,44.96085726,1663.582717,8.57545876,874.7791983,Agricultural,Clay,8972.927769,74,0,0
17.30236484,77.78872805,171.9778711,16.91440771,82.30303329,1060.868739,5.901328439,2563.641148,Forest,Silt,6140.559562,43,0,0
13.36628595,75.31058586,223.6841716,35.80341723,20.4368756,3795.835709,3.663324109,6293.532556,Urban,Silt,7142.538033,30,1,0
29.45656981,75.20611136,231.9095696,16.81790744,79.92669131,431.7583066,4.409671867,8621.42745,Water Body,Sandy,6266.67565,90,1,0
12.97363671,80.20999521,275.9682542,39.52406685,84.83187441,4437.804649,7.86228865,2143.707141,Desert,Silt,1694.390489,4,1,1
14.43926005,79.87246175,128.0528367,16.2910255,92.10897951,875.1236145,2.93317464,7947.366319,Urban,Sandy,1238.501223,28,0,0
27.65421931,96.78637578,88.02327301,19.12192143,70.15054426,4899.368259,3.344623344,6538.804606,Water Body,Sandy,6245.743605,68,0,1
28.0004921,77.45720175,191.89928,23.25322772,46.67642626,4942.34024,1.607843363,8701.568842,Water Body,Loam,9140.065504,81,0,1
30.08920095,78.34862286,124.7183698,34.00094377,54.1787786,1991.935206,3.99052403,828.0443425,Forest,Sandy,9636.56761,92,1,0
22.38557121,73.2699528,178.3795362,44.29077299,97.57888658,4939.105363,0.865151322,3492.71038,Water Body,Loam,9954.184697,65,0,0
17.12651953,74.66122201,125.9957395,18.53468558,90.49494611,4345.342586,3.21034441,4230.361541,Forest,Clay,8439.975795,13,1,1
33.37930785,76.60660967,45.898736,19.28123008,57.08207273,412.1513847,3.734793809,5946.587068,Agricultural,Peat,3638.870806,86,1,0
22.40671082,74.39363445,140.8280255,26.0661119,95.44504057,4736.642818,2.554791324,5786.344577,Forest,Sandy,6135.189913,58,1,0
25.67762061,83.88653873,207.2753466,40.08657413,85.83639003,212.5719295,1.013581191,8019.34361,Urban,Clay,6090.552792,52,1,0
34.00156921,74.34835709,239.7851423,29.01692858,92.08718893,909.5714687,5.216672426,7420.579789,Forest,Sandy,5375.520432,28,1,1
19.86780599,81.78884512,147.997883,24.64831801,74.63817877,2922.977704,8.650811698,489.9373746,Desert,Sandy,7420.64755,71,0,0
29.53531792,75.94894536,49.57136706,31.83611497,88.61232348,403.685892,3.356447458,4304.907008,Agricultural,Peat,1699.856157,3,1,0
22.84795914,81.0278107,124.4063129,22.81569592,91.34129131,808.6387849,2.368015714,3601.677765,Forest,Loam,1886.893766,31,0,0
27.87277418,72.10436347,235.8881787,27.03479722,27.36132676,4767.458936,2.850382177,8822.735302,Agricultural,Sandy,9446.705154,48,1,1
32.16890599,76.31847737,123.8577812,24.97815448,97.21735813,4973.439424,8.618871813,3780.380503,Forest,Sandy,8398.59072,37,0,1
30.01547777,73.60287765,208.9592381,39.12423067,46.6890479,3990.682709,5.278075896,6039.814151,Water Body,Loam,8185.203896,92,0,0
16.97659173,82.07406158,152.1641045,42.72767179,55.19196077,2576.046957,1.307903513,2516.631624,Water Body,Silt,4831.072008,28,1,0
18.24953277,81.26068583,72.36693753,37.78716576,83.35230074,4501.504678,7.092216491,5438.237002,Urban,Peat,5677.680899,0,1,1
25.79481028,83.43192815,238.8451524,28.17250728,73.19170445,559.4938544,1.543689332,1828.289568,Water Body,Peat,6248.979973,2,0,0
23.79983843,86.99875292,25.26403622,30.13004932,91.44479299,4714.459346,0.602444029,5340.711689,Desert,Sandy,2939.747174,41,1,1
26.25297562,86.59980161,157.4670848,18.75221082,52.04590006,1757.764637,2.556848765,7681.747231,Water Body,Peat,2947.129879,82,1,1
19.89085105,75.23443305,62.66731027,37.40594133,49.86305309,4307.446956,1.680901795,170.2159787,Desert,Silt,1798.757784,77,0,0
25.25419018,83.82369053,20.11968856,32.89427038,22.53510796,3341.86703,6.049974744,4464.580552,Forest,Sandy,5601.934232,31,0,0
22.17279494,72.8825118,150.8801811,42.07319988,57.01803013,4801.37152,4.845664073,8692.015284,Forest,Loam,1635.161824,22,1,1
29.21380809,74.28736652,149.8686468,21.01833431,77.92566163,4323.389739,7.240645505,1409.154799,Desert,Loam,2011.455978,25,0,0
28.14351645,81.27661813,212.0702705,37.79178366,44.09429741,4439.489068,5.115710503,1622.832279,Urban,Sandy,9025.331316,81,1,1
28.07540979,97.12428667,223.4252079,35.54014985,57.01812109,3158.771781,4.190059352,4165.848284,Water Body,Loam,5259.610796,78,1,0
27.58506369,74.69380615,218.3374466,22.97536601,37.55182148,4165.792655,5.262186904,7706.54766,Desert,Loam,6190.695096,88,0,0
21.55701942,79.97707143,122.8676199,35.02135919,81.82302447,3785.655754,4.344861131,4979.297024,Water Body,Sandy,1342.952852,99,0,0
27.95861058,96.51204319,189.5069362,42.73120142,24.84092491,808.1156545,0.370868939,4501.054087,Agricultural,Clay,2060.634899,37,1,1
33.74744681,78.49699827,173.0835728,42.55307963,76.4306444,3242.984457,6.80699113,767.626459,Urban,Peat,982.3313154,21,1,1
21.21184496,86.35806008,126.4685268,36.58879724,50.31520094,740.8777326,9.621303262,8511.652257,Forest,Peat,2715.15563,81,0,0
26.79556781,94.08879362,179.1638083,16.44219338,23.32768555,4347.280609,4.22033557,3071.281762,Desert,Clay,8815.493999,11,0,1
25.78070444,80.61585694,284.174363,41.16793012,88.27756698,329.7489967,4.237329838,2227.989682,Agricultural,Loam,8886.496149,62,1,1
24.74569936,71.62648228,57.8681231,34.73335821,59.01774905,4935.233351,0.457688786,3643.110423,Desert,Peat,6735.895142,90,1,0
34.26527383,74.02243959,271.7316287,24.3130276,67.94551757,2003.133331,8.903790847,3664.683767,Desert,Silt,8756.849594,83,0,0
18.66387475,77.33777676,16.03665419,20.61751085,78.56245532,853.1467685,9.291213875,4057.100946,Desert,Clay,1909.416024,15,1,0
33.68262351,75.71861779,92.51676387,18.48611589,72.40595464,4678.374918,8.13139118,6092.18601,Desert,Loam,1479.928811,57,0,1
19.67013693,81.20379604,86.44357458,16.50710698,78.46854967,227.1299311,1.063454715,7679.591239,Forest,Silt,7655.034117,14,1,1
28.45313023,75.23047468,187.9095324,37.62309744,80.98253477,2350.528173,9.002236812,507.1043634,Forest,Clay,9896.490309,73,0,0
22.17451961,74.85286878,39.36748553,22.07528997,67.13212245,3851.13564,0.239556634,4342.32026,Forest,Loam,7176.449038,4,1,0
14.67253263,79.15245818,264.7042836,15.72758808,49.25102647,1583.752377,4.445743232,3662.878448,Urban,Sandy,370.2675533,98,1,1
25.67486776,70.75538237,248.5654225,26.91811956,39.45137198,2644.17335,5.006236541,96.26723822,Forest,Loam,1838.75005,80,1,1
10.98901004,76.59180108,195.6197459,29.47821242,92.23225893,3502.065082,8.34002101,7224.298662,Water Body,Silt,2475.050136,50,1,0
15.85463282,78.96898658,137.5241495,20.07690693,97.59398757,4759.882105,7.508592135,922.9632035,Forest,Peat,4227.565974,40,0,0
25.68128776,94.37605067,279.8868126,16.32145008,48.61302041,513.5131964,7.970968965,1015.290388,Desert,Clay,2209.439254,93,0,0
13.66372762,78.69281374,249.2239664,20.67376449,28.98485833,786.1335186,8.679009496,427.3444029,Desert,Sandy,606.2883522,3,1,0
28.71180262,75.33650449,149.7945444,35.37308286,37.80298617,2544.354476,4.760709205,1773.330616,Water Body,Clay,2583.277995,46,0,1
21.37217809,76.16210006,210.5620063,17.46731032,73.65338768,2092.374806,7.802523535,1564.470459,Agricultural,Loam,3509.749023,21,0,0
19.57747477,84.69589308,170.0789857,31.65111092,33.8346696,2053.980803,0.680330944,3077.916918,Desert,Sandy,2836.105398,30,0,0
21.81616022,83.58739696,176.3826715,19.39235964,82.40978184,1484.807515,4.445464228,5833.224448,Desert,Peat,278.0448732,28,1,0
30.87265093,79.5108916,99.29282083,20.87067521,93.84241919,2803.423993,0.301326749,480.3953261,Forest,Clay,9276.129374,40,1,0
22.81344843,79.13264794,138.6253814,26.7923365,97.09212121,4416.441681,9.153150653,7611.719926,Forest,Clay,5413.902202,60,1,1
26.11519739,91.08101324,23.43642924,18.02476008,20.74604048,804.6217027,9.58413782,2889.567589,Desert,Silt,8485.496163,52,1,0
20.99341463,82.84964378,107.2046075,20.19610508,96.6523332,1076.431647,0.839390603,5367.261665,Water Body,Loam,154.3179636,15,1,1
26.58501148,82.10893636,208.7485546,25.46857234,79.21555353,3354.117489,5.326266444,106.2212328,Desert,Silt,7970.715781,54,1,0
24.79465902,71.07781134,285.9648092,24.89007016,26.72401858,280.9882714,3.251396063,3236.668433,Forest,Sandy,7044.441657,88,0,0
34.5170186,76.26692521,288.9192338,37.47814457,53.2192375,3368.820998,3.425342847,18.14646854,Forest,Clay,9770.981905,16,1,0
25.67736964,73.30177579,166.7168607,17.24346915,76.00363797,1572.280754,4.507000614,1463.974805,Forest,Sandy,1146.689868,17,1,0
25.40090908,81.93654779,181.9866755,40.81352207,96.53483941,1789.269657,1.250659653,3962.580609,Water Body,Peat,6426.515995,36,1,0
21.74064797,81.65424123,55.71635565,39.48696512,33.13131149,2027.746869,1.807701988,4734.453509,Desert,Peat,211.8386246,59,1,1
27.70962002,93.90977361,208.5924324,37.97974919,30.21866255,1747.937807,5.773686601,1353.11225,Forest,Silt,3569.895272,28,1,1
20.89090356,83.18226168,21.1976378,24.28117087,57.78776426,4206.048106,0.187559094,6593.673624,Agricultural,Silt,6357.606101,90,0,1
22.03057814,78.10517062,85.40570574,39.68645357,97.4479115,4730.342287,5.99801022,1672.304433,Forest,Silt,9320.868568,94,1,0
15.62397051,76.44289411,200.5090042,20.48406241,97.71033722,2740.057377,3.189171878,1024.997375,Urban,Clay,829.0790237,86,1,0
25.41268494,91.00382273,93.09303946,18.73227618,38.23317928,2909.392494,8.322064148,2950.140089,Agricultural,Peat,4892.502752,88,1,1
15.51522563,80.18237309,14.95406223,16.34869,45.54777184,352.4155401,6.000065077,4879.040816,Forest,Peat,2383.836027,21,0,0
25.56232503,81.00181652,249.5611228,43.17931089,92.64255885,3565.959642,7.080912007,8749.803272,Urban,Silt,2162.400451,53,1,1
23.56295995,84.40363638,93.09900214,24.24032693,78.78731927,2920.494365,1.144251812,3704.796776,Water Body,Peat,6883.062512,76,0,1
17.83065743,76.20958092,18.93156746,42.52853641,97.78531429,251.972619,2.658623647,3769.2163,Urban,Clay,272.701088,80,0,0
27.4819861,74.8878574,22.43644935,23.17840685,91.45186904,992.1283354,9.96669609,524.9825436,Desert,Loam,6317.646263,44,0,1
25.17097184,87.76164349,75.52763964,42.22697878,37.20768403,1009.717102,4.336522469,6775.972468,Desert,Clay,1623.784864,51,0,0
27.79460579,77.20336359,53.40478417,42.11787159,80.77814875,854.8397597,3.588652053,1608.416,Water Body,Sandy,147.4555815,57,1,0
23.60776503,72.29979695,232.2900353,42.71028135,23.88521852,3293.229773,8.73855359,6590.021939,Water Body,Sandy,5437.160213,2,1,1
21.69515801,76.68311499,96.505214,29.88460318,85.4266223,4642.198077,0.330746089,8057.138134,Water Body,Silt,1123.927616,0,0,0
24.67374115,72.72115894,241.4087355,40.9783886,68.124541,3814.876627,5.347733617,6797.217303,Urban,Sandy,5614.851372,54,0,0
20.31803064,79.46892286,52.15379935,43.52297689,96.48807701,2386.867426,2.102572138,5684.427864,Urban,Silt,2804.815954,44,1,0
16.69882352,78.92697311,147.8637539,24.73850826,96.80259644,2020.25649,3.681527915,5343.451382,Water Body,Loam,2788.186995,56,1,0
21.38789683,81.05824871,206.4111401,27.56623217,24.06520872,1932.290527,1.997770719,4013.743832,Urban,Clay,8053.712142,16,0,1
21.48826321,80.16792971,195.5972562,36.57720562,32.84171884,3006.234788,0.378227595,1278.913766,Desert,Peat,7118.084938,28,1,0
19.42225509,83.42622315,180.338823,24.01079465,58.73656379,1796.103295,4.16512134,6891.164014,Forest,Sandy,8277.301019,17,0,0
24.81672561,85.63241375,277.4464806,37.61427927,90.359482,1130.609856,7.892030212,4223.347448,Agricultural,Loam,4249.981259,8,0,0
25.19753862,75.52890221,68.55754431,17.21676436,85.15561138,3014.214533,9.519544326,5535.714243,Water Body,Clay,1123.487772,89,0,1
10.06494864,77.58847229,148.1157613,30.70495153,97.14960211,1953.527067,6.238529746,3309.286745,Desert,Loam,7635.135584,87,1,1
19.50614791,78.92919365,265.197765,18.66940452,69.44672937,70.62414572,3.888370924,1775.994624,Urban,Clay,8671.671461,96,0,0
30.84924422,76.98077785,23.36812968,23.79970429,40.52508156,111.1555678,7.698552735,7135.986888,Agricultural,Sandy,5879.081889,75,0,1
32.35147442,78.09067795,16.76648048,22.75876177,22.00853116,1370.683056,5.052239834,3029.55348,Water Body,Silt,2204.171217,14,0,0
9.547753685,77.15869907,69.99068627,40.16796221,37.83411926,2562.110998,3.676202799,7668.384896,Urban,Clay,7667.932112,77,0,0
21.77885302,77.17234222,189.9063659,20.80551766,74.02185584,1771.197538,1.790896926,8544.733938,Urban,Clay,442.2965367,8,1,0
26.30524032,81.30372257,77.96388793,39.2534376,94.10198587,120.2757619,7.961299843,7343.738489,Agricultural,Loam,3438.570087,30,0,1
13.43242046,79.61701908,57.07196514,38.81881038,45.67229338,1115.758819,5.004257905,1133.765425,Urban,Sandy,3908.107925,97,0,0
20.77843659,86.616501,137.6406946,29.96649167,90.05634642,482.0965434,9.638037413,7565.136685,Agricultural,Loam,3315.481313,1,1,0
21.37451085,85.49370616,184.0794206,22.01529767,51.59185987,4743.160007,8.019096003,4595.278039,Desert,Silt,9448.374025,53,0,0
23.51167637,79.46049174,74.56731211,21.8068902,44.66169995,1564.170378,4.200161191,2136.009845,Water Body,Peat,8322.437059,47,0,0
16.26175351,75.42945326,90.20735602,28.94773941,60.70753942,73.83185798,7.408500409,824.2445855,Urban,Loam,5304.015165,0,0,0
26.21119517,73.42132025,184.0677914,15.26427022,55.38187939,3302.81626,4.533914929,2464.255057,Forest,Peat,9351.458337,62,0,0
27.98664232,80.50127621,283.7215266,30.94052264,93.10398948,1162.239703,0.798657284,1215.954823,Agricultural,Loam,1560.626633,33,0,0
19.99247537,85.17416241,202.4225182,43.58338577,57.46055579,2833.681275,5.166810516,226.9032633,Desert,Clay,964.0378811,86,1,0
19.39389546,80.02581728,234.8712431,19.64120646,42.18683098,753.727273,8.657286195,8739.738961,Forest,Silt,3846.828336,64,1,0
22.68569673,80.65050981,110.0430284,32.20036864,87.4052462,4920.066176,8.554413185,7357.485814,Water Body,Peat,9909.145226,96,1,0
27.69524214,72.7996525,81.67630782,43.85336066,99.89996093,4851.295933,5.749669136,6538.22308,Desert,Peat,9036.996043,10,1,0
34.47749926,76.66056442,136.280323,40.81566418,71.85371353,3279.916758,3.800235364,1707.785848,Agricultural,Loam,2219.11242,8,0,0
33.0345154,74.27856018,242.1398486,40.51140349,40.03690951,3536.013109,0.101006023,245.4120118,Desert,Silt,9300.120984,6,0,0
26.3426094,88.30056435,136.8898925,39.65549791,39.10520616,2129.394456,3.114097789,4293.083953,Desert,Loam,6311.094755,45,0,0
21.41395966,84.9464199,254.0176226,24.27070818,24.6165357,4810.896727,9.898085773,6562.512316,Desert,Peat,3091.605206,36,0,0
27.43508499,84.12702845,296.6315942,41.71850494,26.18344308,2118.698102,7.264910333,8519.184991,Water Body,Silt,8172.688662,87,1,0
25.04796368,72.98200683,21.60799972,43.24021054,93.19864761,1197.339987,7.175885638,7466.682877,Forest,Loam,8567.112993,48,0,0
27.17881961,79.35721016,13.62304683,29.8737727,27.71896856,576.893048,7.610833903,7905.708846,Desert,Clay,5.051717678,7,0,1
16.51399494,79.64299627,44.87691087,25.63713142,58.74750786,1040.626502,6.201133833,2111.687992,Urban,Silt,1347.010184,60,0,0
16.99013526,74.06815494,115.3109027,27.42687047,75.84974238,2861.06752,5.858586572,1374.324604,Desert,Clay,7494.101778,35,0,0
29.25369824,76.0144635,39.31266274,25.02619325,88.02838262,1225.45859,4.536192554,2192.373102,Desert,Silt,6121.119118,1,1,1
23.61521849,78.80213584,261.1993433,21.37255326,33.70167602,3271.247142,4.439339937,1226.151179,Water Body,Peat,2613.374686,44,1,0
30.95110041,76.22720919,6.943875308,33.55345411,55.02229433,1910.922599,8.708484554,7064.984872,Water Body,Silt,2746.426945,5,0,0
22.50107315,86.76224213,94.7378149,31.87790659,40.1184156,4434.364527,3.934562617,7990.125003,Water Body,Clay,1110.605209,36,0,1
22.17041898,69.35344129,55.40838885,28.87755213,40.4658472,2792.390337,8.402917841,2719.362248,Water Body,Loam,4273.232096,56,0,1
26.09227171,82.30817014,279.461799,17.8753616,44.3071446,3113.020266,8.377344256,7759.042867,Desert,Peat,613.7117487,75,0,0
18.82543529,83.84525327,200.8443015,38.90678894,66.96929715,2782.799015,7.708981993,486.951274,Desert,Clay,6836.937297,18,0,0
17.97753963,78.9865664,273.6090769,20.24800688,21.32619773,4427.843871,0.376423999,5993.250663,Agricultural,Sandy,2453.664389,51,1,0
21.5341874,73.15302601,291.6986131,18.4368613,52.70130291,317.0978396,1.479722444,4667.259921,Water Body,Silt,8811.619578,92,1,0
20.27874476,82.4385322,149.1294731,33.69214186,34.94641082,336.7435355,3.147051422,2448.62468,Agricultural,Sandy,949.416647,82,0,1
25.78422373,91.43456559,70.29573241,26.95933084,97.36948068,3508.701225,8.475333423,6797.043292,Forest,Clay,6920.381535,30,1,0
25.63732605,71.46271375,58.11863586,16.79425426,66.61833274,3839.81951,8.732593814,1876.194346,Water Body,Sandy,8706.036044,46,1,0
21.699025,80.08655128,66.87565851,25.66705065,89.44763751,2167.947091,0.415572944,3682.090665,Forest,Clay,7040.67677,38,1,1
26.29197357,87.13937636,212.5779923,38.15341057,35.65519894,1761.52604,3.247245531,6280.835406,Urban,Peat,9261.968325,92,1,0
18.9419793,73.01629748,12.13371844,33.45747616,84.80125595,1389.725331,8.503842046,2992.650025,Desert,Loam,3285.527286,50,0,0
25.78502876,81.47450245,15.40832191,25.88358069,53.1825969,1171.974429,2.49693249,7568.226922,Desert,Loam,1352.023124,54,0,0
22.80427347,84.47850628,182.4428827,20.75414375,34.21557511,4559.792948,9.760033066,7657.29819,Agricultural,Silt,3495.835077,20,0,0
32.027779,76.93478441,192.617144,33.95386862,80.89961619,1475.697732,4.893037666,1791.989154,Desert,Peat,5961.513051,98,1,1
26.05933074,73.89316055,199.5788773,41.62665903,80.96088781,3240.393979,9.373126894,3896.57062,Forest,Sandy,9457.686836,32,1,1
19.97501004,77.89778033,111.5641514,34.38818154,99.67103255,3935.473902,4.288263944,3822.447868,Desert,Peat,2955.253688,20,0,0
23.08226283,69.54939093,241.7834666,39.38711564,82.47498094,109.8328922,3.237989271,3628.079357,Water Body,Sandy,6853.970329,9,1,0
16.41078619,75.79728254,160.0873763,30.64583516,31.62137983,169.3707494,3.624101752,4441.449479,Urban,Peat,1005.968569,3,0,0
25.17284589,94.00711134,31.639689,36.5391332,45.80357934,1665.687023,8.843005825,657.993147,Agricultural,Loam,2681.320748,47,0,0
18.37477714,72.94238612,239.1297921,41.88680321,56.13815338,3480.078722,3.306893863,7698.202359,Agricultural,Silt,1597.766414,56,1,0
14.38817376,74.92235379,285.9203359,38.19536935,30.13222446,1303.993176,6.693462215,2565.165959,Agricultural,Loam,4786.278069,11,1,0
20.78786634,83.18114625,18.0108939,42.2956186,83.04311796,7.416452161,4.698426821,16.03605728,Water Body,Loam,9367.856689,9,0,1
